country,network_type,flipped_dimension,file_name,number_of_edges,total_triangles,imbalanced_triangles,ratio_imbalanced,edge_weight_sum
IE,one_variable_flipped,anti_social_benefits_low_income,IE_anti_social_benefits_low_income_flipped.graphml,104,189,80,0.423280,8.259037
IE,one_variable_flipped,anti_social_benefits_parents,IE_anti_social_benefits_parents_flipped.graphml,115,267,128,0.479401,9.667217
IE,one_variable_flipped,authoritarianism,IE_authoritarianism_flipped.graphml,106,193,82,0.424870,8.235806
IE,one_variable_flipped,benefits_harm_economy,IE_benefits_harm_economy_flipped.graphml,106,193,83,0.430052,8.518437
IE,one_variable_flipped,benefits_harm_society,IE_benefits_harm_society_flipped.graphml,112,228,92,0.403509,8.652437
IE,one_variable_flipped,climate_skepticism,IE_climate_skepticism_flipped.graphml,104,183,77,0.420765,8.338464
IE,one_variable_flipped,educational_spending,IE_educational_spending_flipped.graphml,106,194,81,0.417526,8.440802
IE,one_variable_flipped,euroscepticism,IE_euroscepticism_flipped.graphml,116,279,130,0.465950,9.671084
IE,one_variable_flipped,gender_inequality,IE_gender_inequality_flipped.graphml,103,168,68,0.404762,8.505087
IE,one_variable_flipped,left_right_identification,IE_left_right_identification_flipped.graphml,110,213,90,0.422535,8.535251
IE,one_variable_flipped,welfare_chauvinism,IE_welfare_chauvinism_flipped.graphml,105,192,84,0.437500,8.730021
IE,original,,IE.graphml,113,226,96,0.424779,8.582447
IL,one_variable_flipped,anti_basic_income,IL_anti_basic_income_flipped.graphml,101,162,67,0.413580,8.415379
IL,one_variable_flipped,anti_climate_ban_appliances,IL_anti_climate_ban_appliances_flipped.graphml,92,129,48,0.372093,8.190628
IL,one_variable_flipped,anti_climate_change_renewables,IL_anti_climate_change_renewables_flipped.graphml,102,186,70,0.376344,8.359992
IL,one_variable_flipped,anti_climate_change_taxes,IL_anti_climate_change_taxes_flipped.graphml,106,201,73,0.363184,8.735799
IL,one_variable_flipped,anti_economic_interventionism,IL_anti_economic_interventionism_flipped.graphml,100,159,64,0.402516,8.566455
IL,one_variable_flipped,anti_egalitarianism,IL_anti_egalitarianism_flipped.graphml,92,129,50,0.387597,8.041717
IL,one_variable_flipped,anti_immigration,IL_anti_immigration_flipped.graphml,101,172,67,0.389535,8.367718
IL,one_variable_flipped,anti_lgbt,IL_anti_lgbt_flipped.graphml,99,168,71,0.422619,8.732398
IL,one_variable_flipped,anti_libertarianism,IL_anti_libertarianism_flipped.graphml,107,205,77,0.375610,8.817239
IL,one_variable_flipped,anti_social_benefits_low_income,IL_anti_social_benefits_low_income_flipped.graphml,103,183,73,0.398907,8.905824
IL,one_variable_flipped,anti_social_benefits_parents,IL_anti_social_benefits_parents_flipped.graphml,103,175,62,0.354286,8.346755
IL,one_variable_flipped,authoritarianism,IL_authoritarianism_flipped.graphml,98,160,56,0.350000,8.222216
IL,one_variable_flipped,benefits_harm_economy,IL_benefits_harm_economy_flipped.graphml,109,229,94,0.410480,9.150112
IL,one_variable_flipped,benefits_harm_society,IL_benefits_harm_society_flipped.graphml,98,152,58,0.381579,8.458808
IL,one_variable_flipped,climate_skepticism,IL_climate_skepticism_flipped.graphml,104,184,65,0.353261,8.397590
IL,one_variable_flipped,educational_spending,IL_educational_spending_flipped.graphml,104,199,81,0.407035,8.596821
IL,one_variable_flipped,euroscepticism,IL_euroscepticism_flipped.graphml,100,174,64,0.367816,8.262108
IL,one_variable_flipped,gender_inequality,IL_gender_inequality_flipped.graphml,102,185,66,0.356757,8.485102
IL,one_variable_flipped,left_right_identification,IL_left_right_identification_flipped.graphml,99,164,56,0.341463,8.287425
IL,one_variable_flipped,welfare_chauvinism,IL_welfare_chauvinism_flipped.graphml,101,174,65,0.373563,8.272286
IL,original,,IL.graphml,98,151,51,0.337748,8.256917
IS,one_variable_flipped,anti_basic_income,IS_anti_basic_income_flipped.graphml,86,103,27,0.262136,7.830053
IS,one_variable_flipped,anti_climate_ban_appliances,IS_anti_climate_ban_appliances_flipped.graphml,75,73,17,0.232877,7.512860
IS,one_variable_flipped,anti_climate_change_renewables,IS_anti_climate_change_renewables_flipped.graphml,94,136,51,0.375000,8.679905
IS,one_variable_flipped,anti_climate_change_taxes,IS_anti_climate_change_taxes_flipped.graphml,84,114,39,0.342105,8.317114
IS,one_variable_flipped,anti_economic_interventionism,IS_anti_economic_interventionism_flipped.graphml,93,149,55,0.369128,9.129317
IS,one_variable_flipped,anti_egalitarianism,IS_anti_egalitarianism_flipped.graphml,80,98,26,0.265306,7.669943
IS,one_variable_flipped,anti_immigration,IS_anti_immigration_flipped.graphml,109,232,92,0.396552,9.509683
IS,one_variable_flipped,anti_lgbt,IS_anti_lgbt_flipped.graphml,100,180,71,0.394444,9.508736
IS,one_variable_flipped,anti_libertarianism,IS_anti_libertarianism_flipped.graphml,78,88,25,0.284091,7.680810
IS,one_variable_flipped,anti_social_benefits_low_income,IS_anti_social_benefits_low_income_flipped.graphml,76,81,18,0.222222,7.826795
IS,one_variable_flipped,anti_social_benefits_parents,IS_anti_social_benefits_parents_flipped.graphml,77,81,18,0.222222,7.749302
IS,one_variable_flipped,authoritarianism,IS_authoritarianism_flipped.graphml,74,71,23,0.323944,7.556885
IS,one_variable_flipped,benefits_harm_economy,IS_benefits_harm_economy_flipped.graphml,77,66,13,0.196970,7.581735
IS,one_variable_flipped,benefits_harm_society,IS_benefits_harm_society_flipped.graphml,82,102,20,0.196078,7.720474
IS,one_variable_flipped,climate_skepticism,IS_climate_skepticism_flipped.graphml,87,116,44,0.379310,9.019588
IS,one_variable_flipped,educational_spending,IS_educational_spending_flipped.graphml,74,69,15,0.217391,7.682005
IS,one_variable_flipped,euroscepticism,IS_euroscepticism_flipped.graphml,80,78,22,0.282051,7.735739
IS,one_variable_flipped,gender_inequality,IS_gender_inequality_flipped.graphml,91,138,40,0.289855,8.171345
IS,one_variable_flipped,left_right_identification,IS_left_right_identification_flipped.graphml,79,87,24,0.275862,7.644004
IS,one_variable_flipped,welfare_chauvinism,IS_welfare_chauvinism_flipped.graphml,83,95,21,0.221053,7.739247
IS,original,,IS.graphml,94,144,44,0.305556,8.554304
IT,one_variable_flipped,anti_basic_income,IT_anti_basic_income_flipped.graphml,97,155,60,0.387097,8.247826
IT,one_variable_flipped,anti_climate_ban_appliances,IT_anti_climate_ban_appliances_flipped.graphml,97,159,61,0.383648,8.315211
IT,one_variable_flipped,anti_climate_change_renewables,IT_anti_climate_change_renewables_flipped.graphml,100,166,64,0.385542,8.726595
IT,one_variable_flipped,anti_climate_change_taxes,IT_anti_climate_change_taxes_flipped.graphml,93,138,44,0.318841,8.038953
IT,one_variable_flipped,anti_economic_interventionism,IT_anti_economic_interventionism_flipped.graphml,96,145,50,0.344828,8.124463
IT,one_variable_flipped,anti_egalitarianism,IT_anti_egalitarianism_flipped.graphml,93,131,45,0.343511,8.029703
IT,one_variable_flipped,anti_immigration,IT_anti_immigration_flipped.graphml,102,176,64,0.363636,8.791369
IT,one_variable_flipped,anti_lgbt,IT_anti_lgbt_flipped.graphml,91,117,40,0.341880,7.912959
IT,one_variable_flipped,anti_libertarianism,IT_anti_libertarianism_flipped.graphml,98,158,57,0.360759,8.299080
IT,one_variable_flipped,anti_social_benefits_low_income,IT_anti_social_benefits_low_income_flipped.graphml,109,225,95,0.422222,9.688589
IT,one_variable_flipped,anti_social_benefits_parents,IT_anti_social_benefits_parents_flipped.graphml,93,125,40,0.320000,8.163229
IT,one_variable_flipped,authoritarianism,IT_authoritarianism_flipped.graphml,91,120,42,0.350000,8.110312
IT,one_variable_flipped,benefits_harm_economy,IT_benefits_harm_economy_flipped.graphml,97,153,56,0.366013,8.303432
IT,one_variable_flipped,benefits_harm_society,IT_benefits_harm_society_flipped.graphml,95,148,53,0.358108,8.169112
IT,one_variable_flipped,climate_skepticism,IT_climate_skepticism_flipped.graphml,114,250,101,0.404000,9.659753
IT,one_variable_flipped,educational_spending,IT_educational_spending_flipped.graphml,99,161,62,0.385093,8.335969
IT,one_variable_flipped,euroscepticism,IT_euroscepticism_flipped.graphml,106,188,64,0.340426,8.619322
IT,one_variable_flipped,gender_inequality,IT_gender_inequality_flipped.graphml,111,241,106,0.439834,9.668842
IT,one_variable_flipped,left_right_identification,IT_left_right_identification_flipped.graphml,111,239,105,0.439331,9.670124
IT,one_variable_flipped,welfare_chauvinism,IT_welfare_chauvinism_flipped.graphml,99,155,55,0.354839,8.354927
IT,original,,IT.graphml,108,217,86,0.396313,8.637279
LT,one_variable_flipped,anti_basic_income,LT_anti_basic_income_flipped.graphml,79,92,41,0.445652,8.708233
LT,one_variable_flipped,anti_climate_ban_appliances,LT_anti_climate_ban_appliances_flipped.graphml,92,138,66,0.478261,9.363167
LT,one_variable_flipped,anti_climate_change_renewables,LT_anti_climate_change_renewables_flipped.graphml,91,130,59,0.453846,9.259400
LT,one_variable_flipped,anti_climate_change_taxes,LT_anti_climate_change_taxes_flipped.graphml,82,100,46,0.460000,8.819404
LT,one_variable_flipped,anti_economic_interventionism,LT_anti_economic_interventionism_flipped.graphml,88,133,60,0.451128,8.960288
LT,one_variable_flipped,anti_egalitarianism,LT_anti_egalitarianism_flipped.graphml,80,93,42,0.451613,8.825096
LT,one_variable_flipped,anti_immigration,LT_anti_immigration_flipped.graphml,82,104,46,0.442308,8.777568
LT,one_variable_flipped,anti_lgbt,LT_anti_lgbt_flipped.graphml,87,118,57,0.483051,9.244378
LT,one_variable_flipped,anti_libertarianism,LT_anti_libertarianism_flipped.graphml,90,134,67,0.500000,9.082548
LT,one_variable_flipped,anti_social_benefits_low_income,LT_anti_social_benefits_low_income_flipped.graphml,82,94,43,0.457447,8.521725
LT,one_variable_flipped,anti_social_benefits_parents,LT_anti_social_benefits_parents_flipped.graphml,81,92,39,0.423913,8.691882
LT,one_variable_flipped,authoritarianism,LT_authoritarianism_flipped.graphml,82,105,44,0.419048,8.779055
LT,one_variable_flipped,benefits_harm_economy,LT_benefits_harm_economy_flipped.graphml,80,84,40,0.476190,8.589328
LT,one_variable_flipped,benefits_harm_society,LT_benefits_harm_society_flipped.graphml,86,112,53,0.473214,9.013235
LT,one_variable_flipped,climate_skepticism,LT_climate_skepticism_flipped.graphml,81,91,39,0.428571,8.802604
LT,one_variable_flipped,educational_spending,LT_educational_spending_flipped.graphml,80,89,43,0.483146,8.708760
LT,one_variable_flipped,euroscepticism,LT_euroscepticism_flipped.graphml,89,125,61,0.488000,9.643184
LT,one_variable_flipped,gender_inequality,LT_gender_inequality_flipped.graphml,86,101,50,0.495050,9.140352
LT,one_variable_flipped,left_right_identification,LT_left_right_identification_flipped.graphml,78,86,38,0.441860,8.625442
LT,one_variable_flipped,welfare_chauvinism,LT_welfare_chauvinism_flipped.graphml,79,85,35,0.411765,8.528145
LT,original,,LT.graphml,80,99,41,0.414141,8.813070
NL,one_variable_flipped,anti_basic_income,NL_anti_basic_income_flipped.graphml,89,123,32,0.260163,7.805509
NL,one_variable_flipped,anti_climate_ban_appliances,NL_anti_climate_ban_appliances_flipped.graphml,81,93,23,0.247312,7.361765
NL,one_variable_flipped,anti_climate_change_renewables,NL_anti_climate_change_renewables_flipped.graphml,91,121,27,0.223140,7.422034
NL,one_variable_flipped,anti_climate_change_taxes,NL_anti_climate_change_taxes_flipped.graphml,91,118,35,0.296610,7.540716
NL,one_variable_flipped,anti_economic_interventionism,NL_anti_economic_interventionism_flipped.graphml,83,96,19,0.197917,7.442794
NL,one_variable_flipped,anti_egalitarianism,NL_anti_egalitarianism_flipped.graphml,87,110,24,0.218182,7.432181
NL,one_variable_flipped,anti_immigration,NL_anti_immigration_flipped.graphml,112,265,115,0.433962,9.545906
NL,one_variable_flipped,anti_lgbt,NL_anti_lgbt_flipped.graphml,86,106,25,0.235849,7.486262
NL,one_variable_flipped,anti_libertarianism,NL_anti_libertarianism_flipped.graphml,92,129,33,0.255814,7.625392
NL,one_variable_flipped,anti_social_benefits_low_income,NL_anti_social_benefits_low_income_flipped.graphml,84,96,27,0.281250,7.653940
NL,one_variable_flipped,anti_social_benefits_parents,NL_anti_social_benefits_parents_flipped.graphml,95,162,63,0.388889,8.486872
NL,one_variable_flipped,authoritarianism,NL_authoritarianism_flipped.graphml,86,102,32,0.313725,7.628943
NL,one_variable_flipped,benefits_harm_economy,NL_benefits_harm_economy_flipped.graphml,90,124,40,0.322581,7.805296
NL,one_variable_flipped,benefits_harm_society,NL_benefits_harm_society_flipped.graphml,85,96,30,0.312500,7.489729
NL,one_variable_flipped,climate_skepticism,NL_climate_skepticism_flipped.graphml,86,112,34,0.303571,7.576711
NL,one_variable_flipped,educational_spending,NL_educational_spending_flipped.graphml,102,195,70,0.358974,8.704204
NL,one_variable_flipped,euroscepticism,NL_euroscepticism_flipped.graphml,98,161,52,0.322981,7.790426
NL,one_variable_flipped,gender_inequality,NL_gender_inequality_flipped.graphml,83,98,29,0.295918,7.437583
NL,one_variable_flipped,left_right_identification,NL_left_right_identification_flipped.graphml,85,108,35,0.324074,7.499971
NL,one_variable_flipped,welfare_chauvinism,NL_welfare_chauvinism_flipped.graphml,89,123,30,0.243902,7.660788
NL,original,,NL.graphml,90,118,31,0.262712,7.487385
NO,one_variable_flipped,anti_basic_income,NO_anti_basic_income_flipped.graphml,97,147,44,0.299320,7.500161
NO,one_variable_flipped,anti_climate_ban_appliances,NO_anti_climate_ban_appliances_flipped.graphml,116,283,116,0.409894,9.650997
NO,one_variable_flipped,anti_climate_change_renewables,NO_anti_climate_change_renewables_flipped.graphml,103,199,57,0.286432,7.854820
NO,one_variable_flipped,anti_climate_change_taxes,NO_anti_climate_change_taxes_flipped.graphml,93,141,35,0.248227,7.455031
NO,one_variable_flipped,anti_economic_interventionism,NO_anti_economic_interventionism_flipped.graphml,97,161,39,0.242236,7.541298
NO,one_variable_flipped,anti_egalitarianism,NO_anti_egalitarianism_flipped.graphml,97,157,47,0.299363,7.621907
NO,one_variable_flipped,anti_immigration,NO_anti_immigration_flipped.graphml,97,152,38,0.250000,7.448783
NO,one_variable_flipped,anti_lgbt,NO_anti_lgbt_flipped.graphml,94,139,37,0.266187,7.542097
NO,one_variable_flipped,anti_libertarianism,NO_anti_libertarianism_flipped.graphml,103,186,53,0.284946,7.804822
NO,one_variable_flipped,anti_social_benefits_low_income,NO_anti_social_benefits_low_income_flipped.graphml,97,164,38,0.231707,7.948512
NO,one_variable_flipped,anti_social_benefits_parents,NO_anti_social_benefits_parents_flipped.graphml,97,149,50,0.335570,7.981876
NO,one_variable_flipped,authoritarianism,NO_authoritarianism_flipped.graphml,93,141,32,0.226950,7.437234
NO,one_variable_flipped,benefits_harm_economy,NO_benefits_harm_economy_flipped.graphml,116,250,94,0.376000,8.883148
NO,one_variable_flipped,benefits_harm_society,NO_benefits_harm_society_flipped.graphml,95,150,40,0.266667,7.489077
NO,one_variable_flipped,climate_skepticism,NO_climate_skepticism_flipped.graphml,95,149,38,0.255034,7.608732
NO,one_variable_flipped,educational_spending,NO_educational_spending_flipped.graphml,113,243,77,0.316872,8.193013
NO,one_variable_flipped,euroscepticism,NO_euroscepticism_flipped.graphml,101,184,52,0.282609,8.340420
NO,one_variable_flipped,gender_inequality,NO_gender_inequality_flipped.graphml,95,165,54,0.327273,7.951358
NO,one_variable_flipped,left_right_identification,NO_left_right_identification_flipped.graphml,101,170,54,0.317647,8.562603
NO,one_variable_flipped,welfare_chauvinism,NO_welfare_chauvinism_flipped.graphml,121,311,121,0.389068,9.673146
NO,original,,NO.graphml,99,176,60,0.340909,7.941054
PL,one_variable_flipped,anti_basic_income,PL_anti_basic_income_flipped.graphml,101,173,80,0.462428,8.799620
PL,one_variable_flipped,anti_climate_ban_appliances,PL_anti_climate_ban_appliances_flipped.graphml,102,180,68,0.377778,8.241698
PL,one_variable_flipped,anti_climate_change_renewables,PL_anti_climate_change_renewables_flipped.graphml,79,94,37,0.393617,7.604671
PL,one_variable_flipped,anti_climate_change_taxes,PL_anti_climate_change_taxes_flipped.graphml,97,152,57,0.375000,7.983906
PL,one_variable_flipped,anti_economic_interventionism,PL_anti_economic_interventionism_flipped.graphml,115,254,123,0.484252,9.699767
PL,one_variable_flipped,anti_egalitarianism,PL_anti_egalitarianism_flipped.graphml,88,121,45,0.371901,7.754166
PL,one_variable_flipped,anti_immigration,PL_anti_immigration_flipped.graphml,93,140,54,0.385714,8.159327
PL,one_variable_flipped,anti_lgbt,PL_anti_lgbt_flipped.graphml,80,88,33,0.375000,7.643217
PL,one_variable_flipped,anti_libertarianism,PL_anti_libertarianism_flipped.graphml,88,119,47,0.394958,7.707864
PL,one_variable_flipped,anti_social_benefits_low_income,PL_anti_social_benefits_low_income_flipped.graphml,99,165,78,0.472727,8.319576
PL,one_variable_flipped,anti_social_benefits_parents,PL_anti_social_benefits_parents_flipped.graphml,100,175,83,0.474286,8.594607
PL,one_variable_flipped,authoritarianism,PL_authoritarianism_flipped.graphml,96,149,56,0.375839,8.201424
PL,one_variable_flipped,benefits_harm_economy,PL_benefits_harm_economy_flipped.graphml,84,111,50,0.450450,7.559746
PL,one_variable_flipped,benefits_harm_society,PL_benefits_harm_society_flipped.graphml,91,132,54,0.409091,7.885068
PL,one_variable_flipped,climate_skepticism,PL_climate_skepticism_flipped.graphml,101,172,75,0.436047,8.782578
PL,one_variable_flipped,educational_spending,PL_educational_spending_flipped.graphml,99,161,73,0.453416,8.597789
PL,one_variable_flipped,euroscepticism,PL_euroscepticism_flipped.graphml,86,111,35,0.315315,7.698530
PL,one_variable_flipped,gender_inequality,PL_gender_inequality_flipped.graphml,110,226,111,0.491150,9.657700
PL,one_variable_flipped,left_right_identification,PL_left_right_identification_flipped.graphml,101,167,73,0.437126,8.687470
PL,one_variable_flipped,welfare_chauvinism,PL_welfare_chauvinism_flipped.graphml,85,106,36,0.339623,7.636949
PL,original,,PL.graphml,90,120,41,0.341667,7.869564
PT,one_variable_flipped,anti_basic_income,PT_anti_basic_income_flipped.graphml,94,129,51,0.395349,7.468445
PT,one_variable_flipped,anti_climate_ban_appliances,PT_anti_climate_ban_appliances_flipped.graphml,90,108,40,0.370370,7.171624
PT,one_variable_flipped,anti_climate_change_renewables,PT_anti_climate_change_renewables_flipped.graphml,115,271,132,0.487085,9.582816
PT,one_variable_flipped,anti_climate_change_taxes,PT_anti_climate_change_taxes_flipped.graphml,80,72,26,0.361111,7.138586
PT,one_variable_flipped,anti_economic_interventionism,PT_anti_economic_interventionism_flipped.graphml,83,79,25,0.316456,6.931573
PT,one_variable_flipped,anti_egalitarianism,PT_anti_egalitarianism_flipped.graphml,86,112,56,0.500000,7.269894
PT,one_variable_flipped,anti_immigration,PT_anti_immigration_flipped.graphml,87,103,38,0.368932,7.195227
PT,one_variable_flipped,anti_lgbt,PT_anti_lgbt_flipped.graphml,88,106,43,0.405660,6.985997
PT,one_variable_flipped,anti_libertarianism,PT_anti_libertarianism_flipped.graphml,109,220,108,0.490909,8.760471
PT,one_variable_flipped,anti_social_benefits_low_income,PT_anti_social_benefits_low_income_flipped.graphml,89,108,36,0.333333,7.519484
PT,one_variable_flipped,anti_social_benefits_parents,PT_anti_social_benefits_parents_flipped.graphml,114,260,127,0.488462,9.559032
PT,one_variable_flipped,authoritarianism,PT_authoritarianism_flipped.graphml,85,83,29,0.349398,7.096349
PT,one_variable_flipped,benefits_harm_economy,PT_benefits_harm_economy_flipped.graphml,97,139,62,0.446043,8.157745
PT,one_variable_flipped,benefits_harm_society,PT_benefits_harm_society_flipped.graphml,103,170,73,0.429412,8.154369
PT,one_variable_flipped,climate_skepticism,PT_climate_skepticism_flipped.graphml,99,145,51,0.351724,7.645058
PT,one_variable_flipped,educational_spending,PT_educational_spending_flipped.graphml,91,117,43,0.367521,7.398708
PT,one_variable_flipped,euroscepticism,PT_euroscepticism_flipped.graphml,87,102,37,0.362745,7.257173
PT,one_variable_flipped,gender_inequality,PT_gender_inequality_flipped.graphml,89,110,37,0.336364,7.259231
PT,one_variable_flipped,left_right_identification,PT_left_right_identification_flipped.graphml,115,252,123,0.488095,8.826388
PT,one_variable_flipped,welfare_chauvinism,PT_welfare_chauvinism_flipped.graphml,94,125,56,0.448000,7.634608
PT,original,,PT.graphml,89,110,39,0.354545,7.044105
RU,one_variable_flipped,anti_basic_income,RU_anti_basic_income_flipped.graphml,97,170,85,0.500000,8.540327
RU,one_variable_flipped,anti_climate_ban_appliances,RU_anti_climate_ban_appliances_flipped.graphml,100,182,83,0.456044,8.381601
RU,one_variable_flipped,anti_climate_change_renewables,RU_anti_climate_change_renewables_flipped.graphml,109,232,109,0.469828,8.951000
RU,one_variable_flipped,anti_climate_change_taxes,RU_anti_climate_change_taxes_flipped.graphml,95,148,70,0.472973,8.224505
RU,one_variable_flipped,anti_economic_interventionism,RU_anti_economic_interventionism_flipped.graphml,101,188,84,0.446809,8.292276
RU,one_variable_flipped,anti_egalitarianism,RU_anti_egalitarianism_flipped.graphml,94,143,63,0.440559,8.311484
RU,one_variable_flipped,anti_immigration,RU_anti_immigration_flipped.graphml,98,167,76,0.455090,8.384323
RU,one_variable_flipped,anti_lgbt,RU_anti_lgbt_flipped.graphml,97,169,75,0.443787,7.942369
RU,one_variable_flipped,anti_libertarianism,RU_anti_libertarianism_flipped.graphml,103,193,91,0.471503,8.393763
RU,one_variable_flipped,anti_social_benefits_low_income,RU_anti_social_benefits_low_income_flipped.graphml,106,215,108,0.502326,9.075543
RU,one_variable_flipped,anti_social_benefits_parents,RU_anti_social_benefits_parents_flipped.graphml,98,165,81,0.490909,8.336224
RU,one_variable_flipped,authoritarianism,RU_authoritarianism_flipped.graphml,89,133,62,0.466165,7.865295
RU,one_variable_flipped,benefits_harm_economy,RU_benefits_harm_economy_flipped.graphml,98,172,79,0.459302,8.173162
RU,one_variable_flipped,benefits_harm_society,RU_benefits_harm_society_flipped.graphml,100,181,82,0.453039,8.240870
RU,one_variable_flipped,climate_skepticism,RU_climate_skepticism_flipped.graphml,98,168,80,0.476190,8.450996
RU,one_variable_flipped,educational_spending,RU_educational_spending_flipped.graphml,99,172,79,0.459302,8.302963
RU,one_variable_flipped,euroscepticism,RU_euroscepticism_flipped.graphml,99,172,82,0.476744,8.279685
RU,one_variable_flipped,gender_inequality,RU_gender_inequality_flipped.graphml,100,188,86,0.457447,8.252661
RU,one_variable_flipped,left_right_identification,RU_left_right_identification_flipped.graphml,96,155,68,0.438710,8.198239
RU,one_variable_flipped,welfare_chauvinism,RU_welfare_chauvinism_flipped.graphml,95,153,67,0.437908,8.187965
RU,original,,RU.graphml,97,172,87,0.505814,8.536335
SE,one_variable_flipped,anti_basic_income,SE_anti_basic_income_flipped.graphml,102,185,68,0.367568,8.678393
SE,one_variable_flipped,anti_climate_ban_appliances,SE_anti_climate_ban_appliances_flipped.graphml,94,141,45,0.319149,8.078622
SE,one_variable_flipped,anti_climate_change_renewables,SE_anti_climate_change_renewables_flipped.graphml,99,175,65,0.371429,8.487202
SE,one_variable_flipped,anti_climate_change_taxes,SE_anti_climate_change_taxes_flipped.graphml,96,156,49,0.314103,8.439715
SE,one_variable_flipped,anti_economic_interventionism,SE_anti_economic_interventionism_flipped.graphml,106,216,88,0.407407,9.525959
SE,one_variable_flipped,anti_egalitarianism,SE_anti_egalitarianism_flipped.graphml,97,163,55,0.337423,8.381380
SE,one_variable_flipped,anti_immigration,SE_anti_immigration_flipped.graphml,95,149,50,0.335570,8.405922
SE,one_variable_flipped,anti_lgbt,SE_anti_lgbt_flipped.graphml,92,131,48,0.366412,8.400869
SE,one_variable_flipped,anti_libertarianism,SE_anti_libertarianism_flipped.graphml,99,169,56,0.331361,8.384782
SE,one_variable_flipped,anti_social_benefits_low_income,SE_anti_social_benefits_low_income_flipped.graphml,95,142,45,0.316901,8.243515
SE,one_variable_flipped,anti_social_benefits_parents,SE_anti_social_benefits_parents_flipped.graphml,104,200,82,0.410000,9.531934
SE,one_variable_flipped,authoritarianism,SE_authoritarianism_flipped.graphml,88,114,39,0.342105,8.581498
SE,one_variable_flipped,benefits_harm_economy,SE_benefits_harm_economy_flipped.graphml,111,246,99,0.402439,9.494319
SE,one_variable_flipped,benefits_harm_society,SE_benefits_harm_society_flipped.graphml,108,232,95,0.409483,9.484969
SE,one_variable_flipped,climate_skepticism,SE_climate_skepticism_flipped.graphml,99,157,54,0.343949,8.506119
SE,one_variable_flipped,educational_spending,SE_educational_spending_flipped.graphml,92,135,37,0.274074,8.020106
SE,one_variable_flipped,euroscepticism,SE_euroscepticism_flipped.graphml,88,113,37,0.327434,7.975143
SE,one_variable_flipped,gender_inequality,SE_gender_inequality_flipped.graphml,105,214,88,0.411215,9.495153
SE,one_variable_flipped,left_right_identification,SE_left_right_identification_flipped.graphml,107,208,74,0.355769,8.756303
SE,one_variable_flipped,welfare_chauvinism,SE_welfare_chauvinism_flipped.graphml,97,153,50,0.326797,8.233339
SE,original,,SE.graphml,97,150,50,0.333333,8.029135
SI,one_variable_flipped,anti_basic_income,SI_anti_basic_income_flipped.graphml,115,269,135,0.501859,9.564901
SI,one_variable_flipped,anti_climate_ban_appliances,SI_anti_climate_ban_appliances_flipped.graphml,101,196,85,0.433673,8.319260
SI,one_variable_flipped,anti_climate_change_renewables,SI_anti_climate_change_renewables_flipped.graphml,94,145,56,0.386207,7.245918
SI,one_variable_flipped,anti_climate_change_taxes,SI_anti_climate_change_taxes_flipped.graphml,99,172,81,0.470930,7.879223
SI,one_variable_flipped,anti_economic_interventionism,SI_anti_economic_interventionism_flipped.graphml,91,124,50,0.403226,7.219412
SI,one_variable_flipped,anti_egalitarianism,SI_anti_egalitarianism_flipped.graphml,102,193,87,0.450777,7.463582
SI,one_variable_flipped,anti_immigration,SI_anti_immigration_flipped.graphml,92,130,46,0.353846,6.842087
SI,one_variable_flipped,anti_lgbt,SI_anti_lgbt_flipped.graphml,101,169,73,0.431953,8.042950
SI,one_variable_flipped,anti_libertarianism,SI_anti_libertarianism_flipped.graphml,109,219,105,0.479452,9.255964
SI,one_variable_flipped,anti_social_benefits_low_income,SI_anti_social_benefits_low_income_flipped.graphml,86,103,36,0.349515,6.895156
SI,one_variable_flipped,anti_social_benefits_parents,SI_anti_social_benefits_parents_flipped.graphml,86,113,48,0.424779,7.153585
SI,one_variable_flipped,authoritarianism,SI_authoritarianism_flipped.graphml,94,136,55,0.404412,7.504029
SI,one_variable_flipped,benefits_harm_economy,SI_benefits_harm_economy_flipped.graphml,88,125,51,0.408000,7.225879
SI,one_variable_flipped,benefits_harm_society,SI_benefits_harm_society_flipped.graphml,94,142,57,0.401408,7.491683
SI,one_variable_flipped,climate_skepticism,SI_climate_skepticism_flipped.graphml,112,247,111,0.449393,8.614130
SI,one_variable_flipped,educational_spending,SI_educational_spending_flipped.graphml,97,162,79,0.487654,8.041040
SI,one_variable_flipped,euroscepticism,SI_euroscepticism_flipped.graphml,100,181,84,0.464088,8.428827
SI,one_variable_flipped,gender_inequality,SI_gender_inequality_flipped.graphml,87,110,35,0.318182,7.244993
SI,one_variable_flipped,left_right_identification,SI_left_right_identification_flipped.graphml,85,94,36,0.382979,6.944305
SI,one_variable_flipped,welfare_chauvinism,SI_welfare_chauvinism_flipped.graphml,101,171,78,0.456140,7.757804
SI,original,,SI.graphml,92,133,59,0.443609,7.429018
